nome_aluno,sexo_aluno,idade_aluno,escola_aluno,escolaridade_aluno,curso,professor,data_matricula,concluiu_curso,respostas_corretas,avaliacao_curso
Fernanda Pereira Santos,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,01/04/2024,False,48,4
Maria Rodrigues Souza,Feminino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,09/08/2024,False,8,5
Pedro Gomes Costa,Masculino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,01/09/2024,True,76,5
Gabriel Silva Souza,Masculino,18,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,09/01/2023,False,27,4
João Rodrigues Santos,Masculino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,15/01/2023,True,99,4
João Almeida Oliveira,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,04/10/2023,True,92,3
Fernanda Carvalho Pereira,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,25/11/2023,True,83,5
Daniel Gomes Silva,Masculino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,27/03/2024,True,73,2
Juliana Silva Gomes,Feminino,17,Ceep Paulo Ferraz,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,18/11/2023,True,92,4
Daniel Gomes Rodrigues,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,26/11/2023,True,100,5
Marcos Pereira Pereira,Masculino,16,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,26/02/2023,False,81,4
Fernando Costa Rodrigues,Masculino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,19/02/2023,True,82,5
Isabela Gomes Souza,Feminino,15,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,21/09/2023,False,10,4
Fernando Carvalho Silva,Masculino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,07/08/2024,True,78,5
Fernanda Costa Pereira,Feminino,19,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,14/01/2023,True,79,1
Fernanda Pereira Costa,Feminino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,25/06/2024,False,37,5
Amanda Oliveira Costa,Feminino,18,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,17/08/2024,True,97,3
Juliana Costa Almeida,Feminino,18,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,27/06/2024,True,85,5
Pedro Carvalho Santos,Masculino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,28/12/2023,True,91,4
Fernando Gomes Costa,Masculino,19,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,22/04/2023,True,70,4
Marcos Pereira Santos,Masculino,20,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,10/05/2024,False,92,5
Pedro Silva Souza,Masculino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,20/08/2024,True,85,2
Camila Rodrigues Santos,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,12/10/2023,True,83,3
Gabriel Pereira Santos,Masculino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,04/06/2024,False,8,5
Marcos Oliveira Pereira,Masculino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,30/12/2024,True,92,3
Amanda Gomes Santos,Feminino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,12/08/2024,False,2,5
Fernanda Costa Carvalho,Feminino,17,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,21/10/2024,False,71,5
Letícia Silva Almeida,Feminino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,13/11/2024,True,95,4
Isabela Almeida Souza,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,12/09/2023,True,74,4
Antônio Almeida Santos,Masculino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,28/03/2024,True,84,4
Maria Gomes Santos,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,17/06/2023,True,78,2
Pedro Almeida Rodrigues,Masculino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,27/06/2024,False,53,5
Amanda Gomes Santos,Feminino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,21/01/2025,False,93,4
Beatriz Silva Pereira,Feminino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,07/05/2024,False,14,3
Beatriz Almeida Silva,Feminino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,04/01/2024,True,79,3
Maria Gomes Gomes,Feminino,19,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,16/05/2023,True,90,3
Camila Carvalho Pereira,Feminino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,04/02/2024,False,96,5
Carlos Costa Pereira,Masculino,16,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,01/08/2024,False,27,5
Juliana Almeida Almeida,Feminino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,03/02/2024,True,91,4
Maria Carvalho Gomes,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,24/01/2023,True,99,4
Lucas Almeida Rodrigues,Masculino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,26/06/2023,True,94,5
Patrícia Costa Silva,Feminino,15,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,18/03/2024,True,85,4
Letícia Pereira Oliveira,Feminino,17,Ceep Paulo Ferraz,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,22/10/2023,True,72,4
Patrícia Rodrigues Gomes,Feminino,17,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,18/12/2023,True,81,1
Isabela Santos Costa,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,05/03/2023,True,86,2
Marcos Silva Silva,Masculino,19,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,12/11/2023,False,74,1
Marcos Pereira Souza,Masculino,16,Ceep Paulo Ferraz,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,30/09/2024,True,87,1
Isabela Costa Gomes,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,09/08/2024,False,53,5
Carlos Santos Santos,Masculino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,27/09/2023,True,81,4
Pedro Oliveira Silva,Masculino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,12/01/2024,True,82,5
Isabela Pereira Oliveira,Feminino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,25/07/2024,True,93,4
Juliana Carvalho Carvalho,Feminino,17,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,06/01/2025,True,79,5
Maria Souza Silva,Feminino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,01/05/2024,False,87,5
Isabela Souza Santos,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,04/12/2023,True,75,4
Gabriel Pereira Carvalho,Masculino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,09/02/2024,False,91,4
Isabela Souza Carvalho,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,25/06/2023,False,55,4
Beatriz Pereira Almeida,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,23/02/2023,True,84,4
Daniel Rodrigues Gomes,Masculino,21,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,16/10/2023,True,80,4
Antônio Silva Oliveira,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,21/03/2023,False,1,4
Daniel Santos Oliveira,Masculino,19,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,12/04/2024,True,99,3
Beatriz Carvalho Santos,Feminino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,02/01/2024,True,72,4
Patrícia Santos Santos,Feminino,15,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,06/11/2023,True,84,5
Carlos Almeida Silva,Masculino,20,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,09/10/2023,True,72,5
Amanda Rodrigues Silva,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,09/07/2023,False,90,5
Patrícia Almeida Souza,Feminino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,27/03/2023,False,0,2
Isabela Oliveira Rodrigues,Feminino,16,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,13/01/2025,True,78,1
Rafael Santos Souza,Masculino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,10/12/2024,True,99,4
Fernando Santos Pereira,Masculino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,27/04/2024,True,96,4
João Pereira Costa,Masculino,15,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,13/03/2023,False,73,5
Maria Oliveira Almeida,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,21/05/2024,False,77,4
Fernando Pereira Carvalho,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,21/11/2023,True,70,5
Lucas Pereira Rodrigues,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,27/08/2024,False,84,5
Ana Almeida Costa,Feminino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,13/06/2023,True,85,2
Gabriel Carvalho Carvalho,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,13/01/2024,False,2,5
Amanda Costa Almeida,Feminino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,18/05/2024,False,48,5
Maria Pereira Pereira,Feminino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,13/10/2023,False,79,5
Juliana Rodrigues Almeida,Feminino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,05/07/2024,True,81,5
Fernando Santos Souza,Masculino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,25/02/2024,True,98,5
Maria Pereira Oliveira,Feminino,17,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,30/04/2023,True,97,5
Marcos Rodrigues Carvalho,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,15/03/2024,True,98,3
Amanda Gomes Almeida,Feminino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,05/02/2024,True,73,5
Camila Santos Almeida,Feminino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,30/01/2023,False,55,1
Amanda Santos Carvalho,Feminino,15,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,20/07/2024,True,86,3
Amanda Almeida Rodrigues,Feminino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,08/05/2024,False,55,4
Pedro Gomes Oliveira,Masculino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,23/08/2024,False,33,3
Pedro Costa Oliveira,Masculino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,01/07/2024,True,83,5
Camila Silva Carvalho,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,04/12/2024,False,44,4
Camila Almeida Rodrigues,Feminino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,30/06/2023,True,75,4
Juliana Silva Carvalho,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,26/07/2024,True,74,4
Pedro Rodrigues Oliveira,Masculino,20,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,13/04/2024,True,98,4
Isabela Costa Gomes,Feminino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,24/03/2024,False,96,2
Juliana Gomes Rodrigues,Feminino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,31/01/2024,False,6,2
Patrícia Rodrigues Carvalho,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,25/09/2024,True,80,5
Maria Carvalho Silva,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,19/09/2024,True,95,5
Antônio Almeida Santos,Masculino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,01/05/2023,False,6,5
Fernanda Costa Carvalho,Feminino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,29/12/2024,False,72,3
João Pereira Rodrigues,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,02/01/2023,False,77,5
Maria Rodrigues Pereira,Feminino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,17/01/2024,True,70,3
Isabela Silva Costa,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,27/09/2023,True,74,4
Lucas Almeida Rodrigues,Masculino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,05/01/2023,True,94,1
Pedro Gomes Carvalho,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,08/05/2024,True,87,4
Antônio Pereira Oliveira,Masculino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,13/06/2023,True,86,4
Marcos Oliveira Costa,Masculino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,15/01/2024,True,100,4
Fernando Costa Silva,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,16/09/2023,True,72,5
Amanda Silva Costa,Feminino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,12/10/2024,True,86,1
Gabriel Santos Oliveira,Masculino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,22/09/2023,True,71,5
Ana Costa Rodrigues,Feminino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,07/06/2023,True,92,5
Letícia Gomes Gomes,Feminino,17,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,21/04/2024,False,25,1
Fernando Oliveira Souza,Masculino,19,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,11/01/2024,True,83,5
Ana Oliveira Pereira,Feminino,21,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,30/07/2023,True,79,5
Fernando Carvalho Santos,Masculino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,15/08/2024,True,76,4
Rafael Costa Souza,Masculino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,10/12/2024,False,35,4
Letícia Santos Costa,Feminino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,28/10/2023,True,77,5
Antônio Almeida Gomes,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,22/08/2023,True,91,5
Carlos Silva Pereira,Masculino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,09/12/2024,True,90,5
Daniel Rodrigues Silva,Masculino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,17/09/2024,False,84,3
Gabriel Silva Silva,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,21/03/2024,False,54,4
